"","GSPC","ABT","AA","HON","SHW","CMI","EMR","SLB","CSX","CLX","GIS","NEM","LLY","MCD","BAX","BDX","GPC","JNJ","HPQ","TGNA","BCR","JPM","WMB","INTC","TGT","AET","AXP","BAC","CI","DUK","IFF","LNC","TAP","DIS","WFC","TXT","WBA","VFC","FDX","PCAR","AIG","FLR","ADM","ADP","GWW","MAS","AAPL","BF-B","OXY","R","MAT","SNA","SWK","WMT","T","VZ","CAG","LB","BLL","HAS","HES","LMT","LOW","PHM","DOV","PH","APD","CNP","NOC","NUE","PKI","TJX","HRB","MDT","SYY","GPS","ITW","JWN","AVY","CA","MMC","NKE","C","HD","PNC","STI","STJ","ADSK","ECL","NWL","ORCL","TMK","AEE","MRO","IPG","AMGN","PX","CSCO","COST","MU","CBS","EMN","KEY","MSFT","LUV","UNH","UNM","YUM","INTU","MON","SYMC","ETFC"
"11",15.844,21.697794,34.888626,32.876881,55.545876,39.226921,33.770161,56.794384,13.593218,48.914635,27.415413,48.083534,28.02985,50.960369,25.07383,65.087181,28.866419,50.723293,19.188719,8.181312,78.47628,36.000027,11.869152,15.34294,39.381893,27.032545,37.690128,15.11603,31.926777,36.462536,35.513027,20.958834,38.265888,27.383474,23.970196,19.645103,33.69088,15.546876,80.963997,30.868763,22.539309,39.071972,26.331509,31.536123,86.750031,10.460353,26.146097,15.023535,63.6325,34.809616,14.724034,31.753489,41.19067,45.697029,18.403551,20.958862,17.917336,10.613838,23.345825,24.269354,53.768215,60.122238,19.248486,8.68334,29.339109,47.493824,63.953621,9.829,41.384621,33.554779,17.74744,17.704132,15.84646,36.785732,21.473587,18.232304,41.040009,26.983469,31.263309,18.379679,18.81278,14.781721,40.585625,23.137821,49.224072,21.686506,32.843925,23.450001,41.212955,12.758431,20.427288,17.947622,18.699492,16.51247,5.558019,50.676617,70.416328,20.024435,50.108387,7.52,11.784492,25.712578,5.189762,24.59617,8.858447,25.906963,16.709721,30.486952,27.561125,71.355125,13.092646,16.4
"12",17.1808,21.498695,44.920502,33.500748,56.285393,40.065624,34.740612,57.861107,13.882369,49.507095,28.548313,42.487091,27.251455,50.307755,27.112556,68.951401,30.919725,51.99057,20.179234,12.326159,74.362022,35.305271,12.650855,16.301872,40.912846,29.437708,36.509777,14.371653,35.10154,37.62112,36.095459,22.761055,38.223572,29.559937,23.072594,18.448969,31.810986,15.787079,80.104279,30.194445,23.793257,41.547684,26.758829,31.32645,85.977547,10.637516,27.561237,15.822074,64.344971,35.350563,15.117482,37.120396,43.979759,45.001343,19.148163,22.071424,18.611742,12.309237,24.427834,26.242008,56.222813,58.658688,20.64292,9.500372,29.863026,47.423412,62.853615,10.747458,42.177578,37.194664,19.365118,16.859978,17.791594,38.12056,22.383839,17.832249,40.753571,30.315062,30.372688,18.679075,18.420675,15.112963,32.685745,24.668404,45.580406,18.621212,32.906551,25.41,41.049809,13.198074,22.693903,18.141621,20.400476,15.80378,6.479966,50.87447,69.274818,20.486538,49.489452,10.56,12.97165,25.956724,4.915218,25.491034,11.011108,27.542526,17.130974,30.227636,28.995321,72.238785,13.195911,17.6
"13",16.0007,21.234545,35.473816,33.022163,57.83746,39.454071,33.876175,56.412136,12.270542,48.424278,28.950659,38.490734,26.862259,50.299698,26.608932,65.89991,30.691658,50.739437,18.439848,13.405215,79.288979,33.031891,12.506821,15.502761,43.365757,27.831169,34.080681,14.486167,33.608704,36.134636,34.893448,22.494993,35.548935,27.08515,24.303589,19.155151,31.230555,15.526259,75.208755,29.994644,19.229839,41.824421,25.613609,29.841337,88.152954,10.499561,25.119402,15.157529,61.964165,31.25481,14.920758,35.90823,43.757771,44.984505,17.583881,19.883076,18.521935,12.168488,23.997866,25.165609,53.704403,58.012543,19.181721,9.994391,30.774488,49.210152,58.899097,10.33267,42.743973,32.53038,19.003935,17.533455,16.926397,37.346676,22.423895,16.306698,37.017048,27.862751,27.059906,18.329781,18.15225,14.582282,32.784496,23.883926,47.944412,22.328934,33.756504,23.790001,40.423656,11.931903,21.377033,18.597233,18.648735,15.090032,5.672165,52.592167,64.97049,19.228592,48.03413,8.72,11.937612,24.358126,6.358787,23.567497,10.914773,29.819664,17.24132,29.744255,27.938545,67.260757,12.502556,15.2
"14",17.7326,21.772024,37.143715,34.590466,58.191513,49.758362,38.890518,54.490936,13.657228,50.17564,29.23485,44.25626,26.575914,51.881031,26.303986,68.085793,32.874611,51.241535,19.897173,12.575171,80.140312,35.602169,12.926916,16.536991,43.725616,27.849743,34.56031,15.89852,34.096359,36.266758,36.946522,23.044098,34.3797,28.634184,23.412457,19.537664,30.655161,16.679466,81.361763,29.501957,19.658405,39.481369,25.219349,30.441238,90.665176,10.352443,26.762114,15.4647,63.15852,30.521671,16.638311,37.346611,48.88063,45.523342,17.202526,19.55192,19.92289,14.247005,25.581713,29.473829,54.642998,61.030567,21.006865,10.288902,32.671616,53.320587,53.176674,10.05221,46.587914,33.00877,20.957169,19.264481,13.591456,37.79076,23.152933,18.374949,38.656021,29.93111,26.302464,18.747028,19.549871,15.462937,33.574486,26.604017,46.499939,21.860899,34.194901,27.879999,38.803024,12.134428,22.850992,19.259949,18.035627,14.777714,6.585331,50.910442,64.815216,20.820278,51.151657,9.06,11.993006,25.65941,6.34129,24.089418,12.118962,30.596785,18.333769,29.318222,30.533312,62.62484,12.207509,16.1
"15",17.9886,21.130257,39.768909,38.991795,62.1395,54.289021,41.355064,56.595661,14.647135,52.491688,28.73955,45.827618,28.030857,54.213039,27.022526,69.163315,34.753986,53.030922,20.853571,13.746807,82.856934,37.960377,13.930331,17.954678,44.642223,32.604351,37.501263,17.044485,36.447174,36.200214,42.058517,28.095863,35.810059,31.998058,26.649439,20.841801,32.264469,17.410528,89.769295,36.170151,27.094788,43.029518,24.824223,32.788849,96.435997,12.017197,30.735497,17.656809,67.138535,33.522808,17.205784,38.33733,49.301422,47.075348,17.916698,20.964418,20.419741,16.502008,25.269279,31.533209,58.222908,65.315895,21.47644,10.687919,33.747192,57.237186,57.721207,10.788469,49.865639,36.469551,22.551838,19.676332,14.127043,39.210091,23.834377,19.750933,40.484295,33.099239,30.49913,19.555233,20.560202,16.879892,39.993137,27.78982,51.637768,24.596956,36.72686,29.379999,40.617207,13.414059,23.83363,22.22621,19.322361,16.150837,7.305327,53.815243,72.016235,22.275045,50.094559,10.37,12.913987,27.636448,6.873426,24.610361,12.74052,29.521467,21.822561,33.326439,32.382671,63.307369,12.487803,16.5
"16",16.3376,20.693449,37.506775,40.886688,71.67894,63.29776,42.907726,63.694645,16.129108,53.358425,29.093039,50.46167,27.063475,57.357586,21.924463,67.09008,35.214737,52.298904,20.390596,14.162872,82.933525,36.160023,14.237883,18.397703,48.26622,27.441143,41.918522,17.025387,31.943588,37.220566,44.193649,28.003885,37.768288,33.767071,28.353563,22.422361,30.57687,18.772524,86.51107,38.824078,30.872505,48.885826,23.999613,31.977793,98.594475,12.625119,34.147789,17.279619,70.410492,40.234291,17.417641,42.618656,53.371948,45.415859,18.362368,19.833597,20.095482,17.963194,25.188803,31.802818,59.153732,66.626602,24.110636,12.435987,37.695793,61.162628,59.930149,10.788469,51.584358,36.421333,23.706871,21.444056,14.531807,38.215687,25.482586,21.225288,43.68132,33.488167,32.693794,19.013651,20.559441,17.433371,43.153088,30.263845,58.224411,27.176926,36.521084,33.990002,45.136387,15.064341,24.027931,22.238667,19.233454,16.411175,7.823373,51.539967,72.684341,23.045216,49.566013,9.35,15.016911,29.042572,7.999782,25.66065,12.701971,27.414083,21.628242,37.071671,34.14711,56.110016,12.369784,16.9
"17",15.5001,19.237305,32.585438,37.085796,70.682716,59.722744,38.409012,50.252197,15.107441,51.807983,29.121658,48.428085,25.733774,54.791447,19.607582,62.63615,33.412861,47.851875,18.05217,12.931318,77.604622,33.612347,11.910132,17.37558,46.421032,27.078976,36.237892,15.029702,33.348469,35.910446,39.261677,24.22304,35.18338,30.632341,24.605871,20.292042,27.979618,16.802299,80.244522,34.287239,28.078899,43.408836,21.826664,30.141851,91.207886,10.384803,33.597168,16.471769,65.526382,39.098969,16.388622,39.355171,48.188778,43.056778,17.122238,18.886532,19.857327,16.662872,23.362619,33.286839,49.519726,63.225441,22.003622,10.583414,32.598648,54.551334,53.90435,10.375196,46.364441,34.59705,21.47341,21.106016,12.761958,34.270786,24.084841,18.710524,39.689308,32.336163,28.797419,16.906393,18.513681,16.622675,39.104397,29.086966,54.360687,24.753178,33.407578,29.26,43.648476,14.748403,20.962906,21.403786,18.2703,15.997905,7.331669,46.56673,67.330841,19.819056,49.037552,9.09,13.488355,26.208622,7.122125,21.775772,11.98881,26.292557,20.417345,35.78701,33.722515,45.2635,10.451988,14.8
"18",15.5306,18.921801,28.162331,33.842846,63.820145,57.218918,36.134575,49.527275,14.349895,51.26368,29.043978,55.653816,26.290985,53.972076,19.002832,59.718613,32.798973,48.475674,17.009882,11.231383,74.307602,31.090145,11.095785,15.777547,41.858097,24.497372,36.24612,13.730418,30.947218,36.000446,37.628963,22.236496,36.315006,28.872496,21.955744,16.67729,23.316349,15.581716,67.484039,33.342251,27.332878,39.430206,22.30172,29.932446,89.146179,8.370073,32.897442,17.087429,61.566792,35.001144,16.010307,36.425793,43.636799,40.936298,17.044731,19.22967,19.15107,14.881297,25.060858,34.074448,46.945404,58.93763,18.154099,7.866308,30.347466,49.225788,50.955349,10.024785,41.727222,31.035093,19.561718,19.476406,12.573724,31.725407,23.282187,16.702147,35.536446,26.21917,27.07025,15.361857,19.14184,15.571017,37.129429,24.282391,48.946278,21.400705,32.289219,24.360001,41.643307,12.960181,19.931944,20.625183,17.896935,15.997905,6.260455,47.304173,66.316299,18.235928,46.15844,8.49,12.023155,23.334299,6.82907,19.420952,10.711503,25.794371,19.17993,34.117825,32.80727,41.125992,10.23808,11.82
"19",16.6555,20.036472,31.269703,37.163834,63.783249,69.940094,40.972923,53.393517,15.24333,53.960461,28.181181,50.389507,27.939075,57.134853,20.466387,60.760731,35.609127,47.679512,18.094616,10.997745,75.444298,34.253582,11.78168,16.710409,43.688381,25.862465,40.75634,13.415106,30.648308,38.475479,40.254654,23.848671,38.586838,30.87982,23.78253,20.401917,24.9319,17.365799,79.458107,38.318081,30.53124,44.801994,23.631878,30.683365,100.404869,8.053084,33.645557,18.872908,62.18924,37.994034,16.010307,39.773651,50.114948,43.593285,18.597809,21.650702,19.443623,17.288467,27.627188,35.156597,49.976246,59.451855,18.540358,8.341326,34.83532,55.137146,57.064339,10.839869,44.946445,31.73233,18.483879,19.276766,12.56571,32.539951,25.237988,15.621971,37.447567,27.693439,30.20443,16.330322,20.14543,16.974829,40.486877,24.663019,51.533165,23.834692,32.897606,29.540001,45.352352,13.721503,22.003796,22.108229,19.101608,17.212294,8.025324,49.039856,75.767616,19.742039,47.741108,7.28,13.743405,27.392437,7.512865,21.784212,11.617787,27.656288,20.25218,36.27552,37.506153,51.769375,9.566852,14.63
"20",17.0253,20.142616,28.684681,34.112698,65.254921,65.582504,38.839073,47.908833,14.49687,53.910561,29.796244,55.275215,26.708109,60.311687,19.895927,60.222008,34.860863,47.242634,15.111598,10.088219,73.811096,30.920067,11.081307,14.44298,43.767014,24.813107,36.401329,11.905429,32.103008,39.198368,40.52964,21.403358,37.582325,29.825747,20.233545,16.775564,23.620167,15.448183,75.126656,34.343395,26.928125,41.434189,26.745321,28.705713,95.274979,8.217593,31.794889,18.299644,58.318874,33.603325,15.88168,36.973564,46.331707,42.948311,19.37929,22.000868,17.878529,16.011129,26.649731,33.663586,46.861473,55.481556,18.129145,7.638299,32.707062,52.725998,58.204365,11.417502,41.837471,29.818985,19.956131,18.491676,10.281764,27.6814,22.402075,14.569579,35.51923,23.712803,27.56595,15.049685,20.316732,16.135769,36.635685,24.270765,44.244423,20.684227,30.929296,27.73,43.95219,13.331696,20.328381,20.558521,21.134493,15.809818,7.489716,45.901237,75.078186,17.106344,47.737377,6.46,12.850735,26.915781,6.553824,19.914873,10.658479,28.809769,17.793875,36.626858,40.32737,47.124096,10.053677,12.4
"21",17.0253,21.326517,33.989384,38.374599,69.668297,79.834198,43.842777,55.347141,16.074701,55.524052,30.109367,56.756699,29.045763,61.508678,22.45542,65.786095,37.431564,51.33556,16.568954,10.236151,78.230347,32.365726,11.680292,15.693561,45.717537,29.35413,38.373409,12.526999,35.650078,40.407631,43.281506,21.907074,40.74007,30.339033,21.582449,20.227545,29.437338,17.879107,82.418251,40.352234,31.031231,46.081406,27.708881,31.518478,107.271034,8.624949,37.111473,18.498978,62.796638,37.456718,17.750557,41.708473,53.268425,45.84351,20.504908,24.280674,18.16836,18.16856,27.966057,37.125027,55.233765,56.886154,19.92597,8.322326,38.150928,62.440556,65.49749,12.135439,46.870026,31.270029,21.979288,20.793236,10.503876,29.556168,23.439745,16.079157,40.773136,30.501947,31.465191,17.668114,20.659344,18.542559,38.610657,27.638313,45.042709,23.734943,35.196949,31.969999,47.19511,15.818621,24.991621,22.203138,21.674215,17.163172,8.806783,49.561462,79.178772,18.740816,54.488201,7.21,14.797855,32.580502,7.078486,20.780369,12.606906,32.006348,19.657572,40.456429,41.336971,42.899483,11.160098,14.57
"22",17.5706,21.124641,36.880302,41.143089,67.656319,77.648407,45.707718,62.78545,17.855934,55.799461,31.184454,54.994629,27.988255,64.199837,23.970963,67.046776,40.176601,52.810341,16.55714,9.918103,80.02401,32.04134,13.147205,16.388327,44.434296,27.729021,38.031834,10.949169,35.03233,41.548443,44.744442,22.429028,40.748695,33.116295,22.390072,20.483341,29.771254,18.369005,84.558235,42.958576,33.340717,44.834705,28.924183,33.363243,111.702011,8.404973,39.364975,18.249886,63.061291,38.314972,17.652197,45.734943,53.868217,46.400276,20.744305,24.555679,18.814611,19.939281,30.584461,38.787502,58.886742,56.894135,19.174553,7.457792,38.80127,68.224731,67.197807,12.783896,48.872231,31.286402,22.342367,21.380272,9.554877,31.215755,24.212303,16.489326,39.61116,31.576073,30.812492,19.408155,21.58474,18.843349,41.17812,26.957825,46.857777,22.981453,34.266476,36.200001,45.874313,15.676511,27.396797,23.932926,22.116858,18.443924,9.087757,51.432045,80.126175,19.562332,53.206242,8.26,15.796198,34.592567,7.291907,22.630152,13.272459,32.863251,19.980631,43.759014,45.271576,53.490456,11.941969,14.3
"23",17.6875,19.14472,36.935928,43.687046,69.10714,85.843689,46.129143,69.670692,17.744503,51.825165,29.332981,53.160271,27.135487,65.143311,22.850779,69.186378,40.411652,51.434715,16.513817,10.972686,81.689568,31.845499,13.941782,17.431015,48.939217,27.541178,39.646305,10.47104,36.676338,40.582047,46.849644,21.879295,41.344456,33.464596,23.423218,21.99844,30.776451,18.289562,87.958954,45.242809,32.769299,53.803513,25.291088,33.423237,113.00222,8.602088,40.695103,19.633406,70.712379,37.99271,19.55134,47.761204,51.747215,46.331753,20.213331,24.200346,17.969669,22.946575,31.355114,39.969997,65.44529,54.898884,20.396549,5.947233,40.246212,71.759293,68.186356,12.209472,48.050205,30.89348,22.19945,21.317726,10.211877,29.709459,23.850681,18.527723,41.302094,35.254211,31.988823,19.148821,21.671148,19.928507,41.474361,26.560095,46.814308,21.474236,34.615402,35.290001,44.46981,14.938382,25.224075,24.012308,21.918432,17.484591,9.35117,47.385109,80.749016,16.396076,57.308811,7.27,15.712226,34.257954,6.704916,21.565428,12.848048,33.291706,19.151817,44.218151,42.356003,53.940563,12.391912,14.75
